Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
22211,Text,2007-08-01,"Gilian The Dreamer: His Fancy, His Love and Adventure",en,"Munro, Neil, 1864-1930",Highlands (Scotland) -- Fiction,PR,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
22212,Text,2007-08-01,The Paternoster Ruby,en,"Walk, Charles Edmonds, 1875-1943?; McFall, J. V. [Illustrator]",Detective and mystery stories,PS,Browsing: Crime/Mystery; Browsing: Literature
22213,Text,2007-08-01,The Oriental Religions in Roman Paganism,en,"Cumont, Franz, 1868-1947",Rome -- Religion; Religions; Paganism -- Rome,BL,Browsing: History - Religious; Browsing: Religion/Spirituality/Paranormal
22214,Text,2007-08-01,Molly Bawn,en,"Duchess, 1855?-1897",Fiction,PR,Browsing: Literature; Browsing: Fiction
22215,Text,2007-08-02,The Frozen Pirate,en,"Russell, William Clark, 1844-1911",Science fiction; Sea stories; Pirates -- Fiction,PR,"Pirates, Buccaneers, Corsairs, etc.; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction"
22216,Text,2007-08-02,Project Mastodon,en,"Simak, Clifford D., 1904-1988",Science fiction; Time travel -- Fiction,PS,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
22217,Text,2007-08-02,My Reminiscences,en,"Tagore, Rabindranath, 1861-1941; Hesh, Sasi Kumar [Illustrator]; Tagore, Surendranath, 1872-1940 [Translator]","Tagore, Rabindranath, 1861-1941; Authors, Bengali -- 20th century -- Biography",PK,India; Browsing: Biographies; Browsing: History - General; Browsing: Literature
22218,Text,2007-08-02,The Street That Wasn't There,en,"Simak, Clifford D., 1904-1988; Jacobi, Carl, 1908-1997",Science fiction; Short stories,PS,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
22219,Text,2007-08-02,"The Flight of Pony Baker
A Boy's Town Story",en,"Howells, William Dean, 1837-1920",Children -- Conduct of life -- Juvenile fiction; Friendship -- Juvenile fiction; Siblings -- Juvenile fiction; Runaway children -- Juvenile fiction; Amusements -- Juvenile fiction; Parent and child -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Fiction
22220,Text,2007-08-02,Policing the plains,en,"MacBeth, R. G. (Roderick George), 1858-1934","Northwest, Canadian -- History; Royal Canadian Mounted Police",HV; F1001,Browsing: Culture/Civilization/Society; Browsing: History - General
22221,Text,2007-08-02,"Oswald Langdon
or, Pierre and Paul Lanier. A Romance of 1894-1898",en,"Hamilton, Levi Jackson",Fiction,PS,Browsing: Literature; Browsing: Fiction
22222,Text,2007-08-02,"How to Write Letters (Formerly The Book of Letters)
A Complete Guide to Correct Business and Personal Correspondence",en,"Crowther, Mary Owens",Etiquette; Letter writing,PE,Browsing: How To...; Browsing: Language & Communication
22223,Text,2007-08-02,English Songs and Ballads,en,"Crosland, T. W. H. (Thomas William Hodgson), 1865-1924 [Compiler]","Ballads, English -- Texts; Songs, English -- Texts",PR,Browsing: Literature; Browsing: Music
22224,Text,2007-08-02,At Aboukir and Acre: A Story of Napoleon's Invasion of Egypt,en,"Henty, G. A. (George Alfred), 1832-1902","Second Coalition, War of the, 1798-1801 -- Campaigns -- Egypt -- Juvenile fiction; Napoleon I, Emperor of the French, 1769-1821 -- Juvenile fiction; Egypt -- History -- French occupation, 1798-1801 -- Juvenile fiction",PR; PZ,Egypt; Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: History - Warfare; Browsing: Fiction
22225,Text,2007-08-03,Mary Louise in the Country,en,"Baum, L. Frank (Lyman Frank), 1856-1919; St. John, J. Allen (James Allen), 1872-1957 [Illustrator]","Teenage girls -- Juvenile fiction; Mystery and detective stories; Burrows, Mary Louise (Fictitious character) -- Juvenile fiction",PZ,Children's Literature; Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Crime/Mystery; Browsing: Fiction
22226,Text,2007-08-03,The Whispering Spheres,en,"Winterbotham, R. R. (Russell Robert), 1904-1971",Science fiction,PS,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy
22227,Text,2007-08-03,The 4-D Doodler,en,"Waldeyer, Graph",Science fiction; Short stories,PS,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
22228,Text,2007-08-03,Alphabetical Vocabularies of the Clallum and Lummi,en,"Gibbs, George, 1815-1873","Indians of North America -- Languages -- Glossaries, vocabularies, etc.",PM,Browsing: History - American; Browsing: Language & Communication
22229,Text,2007-08-03,"The Modern Scottish Minstrel, Volume 6.
The Songs of Scotland of the Past Half Century",en,"Rogers, Charles, 1825-1890 [Editor]","Scotland -- Poetry; Songs, Scottish Gaelic -- Texts; Scottish Gaelic poetry -- Translations into English",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
22230,Text,2007-08-03,"Hortus Inclusus
Messages from the Wood to the Garden, Sent in Happy Days
to the Sister Ladies of the Thwaite, Coniston",en,"Ruskin, John, 1819-1900","Ruskin, John, 1819-1900 -- Correspondence",PR,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Literature
22231,Text,2007-08-03,"Peak and Prairie
From a Colorado Sketch-book",en,"Fuller, Anna, 1853-1916; Moore, Emma G. [Illustrator]",Frontier and pioneer life -- Fiction; Colorado -- Social life and customs -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Travel & Geography; Browsing: Fiction
22232,Text,2007-08-04,The Carved Cupboard,en,"Le Feuvre, Amy, 1861-1929",Christian life -- Juvenile fiction; Orphans -- Juvenile fiction; Sisters -- Juvenile fiction; Inheritance and succession -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
22233,Text,2007-08-04,"Blazed trail stories, and Stories of the wild life",en,"White, Stewart Edward, 1873-1946",Western stories; Frontier and pioneer life -- West (U.S.) -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Fiction
22234,Text,2007-08-04,"Aunt Jo's Scrap Bag, Volume 5
Jimmy's Cruise in the Pinafore, Etc.",en,"Alcott, Louisa May, 1832-1888",Children's stories,PZ,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Literature
22235,Text,2007-08-04,Fräulein Julie: Naturalistisches Trauerspiel,de,"Strindberg, August, 1849-1912; Brausewetter, Ernst, 1863-1904 [Translator]",Drama,PT,DE Drama; Browsing: Literature; Browsing: Fiction
22236,Text,2007-08-04,Flag of the Free,en,"Jones, Edward Smyth, 1881-",Flags -- United States -- Poetry,PS,Browsing: Literature; Browsing: Poetry
22237,Text,2007-08-04,Messages from the Epistle to the Hebrews,en,"Moule, H. C. G. (Handley Carr Glyn), 1841-1920",Bible. Hebrews -- Commentaries,BS,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
22238,Text,2007-08-04,"Charles Carleton Coffin: War Correspondent, Traveller, Author, and Statesman",en,"Griffis, William Elliot, 1843-1928","Coffin, Charles Carleton, 1823-1896",E151,Browsing: Biographies; Browsing: History - American
22239,Text,2007-08-04,Security,en,"Anderson, Poul, 1926-2001",Science fiction,PS,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy
22240,Text,2007-08-04,"Masterpieces of Negro Eloquence
The Best Speeches Delivered by the Negro from the days of
Slavery to the Present Time",en,"Dunbar-Nelson, Alice Moore, 1875-1935 [Editor]","Speeches, addresses, etc., American -- African American authors; African Americans -- History -- Sources; African American orators",PS,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Politics
22241,Text,2007-08-04,"The Ghost in the White House
Some suggestions as to how a hundred million people (who are supposed in a vague, helpless way to haunt the white house) can make themselves felt with a president, how they can back him up, express themselves to him, be expressed by him, and get what they want",en,"Lee, Gerald Stanley, 1862-1944",United States -- Politics and government; Democracy,HN,Browsing: Culture/Civilization/Society; Browsing: Politics
22242,Text,2007-08-05,"The Youth's Companion, Volume LII, Number 11, Thursday, March 13, 1879",en,Various,"Children's periodicals, American",AP,Browsing: Children & Young Adult Reading; Browsing: Encyclopedias/Dictionaries/Reference
22243,Text,2007-08-05,"Dwell Deep; or, Hilda Thorn's Life Story",en,"Le Feuvre, Amy, 1861-1929",Christian life -- Juvenile fiction; Orphans -- Juvenile fiction; England -- Juvenile fiction; Man-women relationships -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
22244,Text,2007-08-05,Miss Pat at Artemis Lodge,en,"Ginther, Pemberton, 1869-1959",Young women -- Juvenile fiction; Singers -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
22245,Text,2007-08-05,Steve and the Steam Engine,en,"Bassett, Sara Ware, 1872-1968; Scott, A. O. (Arthur O.) [Illustrator]",Steam-engines -- Juvenile literature,PZ; TJ,Children's Fiction; Children's Instructional Books; Browsing: Children & Young Adult Reading; Browsing: Fiction
22246,Text,2007-08-05,The Upper Berth; By the Waters of Paradise,en,"Crawford, F. Marion (Francis Marion), 1854-1909",Supernatural -- Fiction; Ghost stories,PS,Browsing: Literature; Browsing: Fiction
22247,Text,2007-08-05,If You Touch Them They Vanish,en,"Morris, Gouverneur, 1876-1953; Chapman, Charles Shepard, 1879-1962 [Illustrator]",Fantasy fiction; Canada -- Fiction,PS,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
22248,Text,2007-08-05,The Indian Fairy Book: From the Original Legends,en,"Mathews, Cornelius, 1817-1889; McLenan, John, 1827-1866 [Illustrator]",Indians of North America -- Folklore,E011; GR,"Folklore; Native America; Children's Myths, Fairy Tales, etc.; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: History - American"
22249,Text,2007-08-05,Shorty McCabe,en,"Ford, Sewell, 1868-1946; Wilson, F. Vaux (Francis Vaux), 1874-1938 [Illustrator]",New York (N.Y.) -- Fiction; Humorous stories,PS,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Fiction
22250,Text,2007-08-05,"Lippincott's Magazine of Popular Literature and Science, Vol. 22, September, 1878",en,Various,"Science -- Periodicals; Literature, Modern -- 19th century -- Periodicals",AP,Lippincott's Magazine; Browsing: Literature; Browsing: Science - General
22251,Text,2007-08-06,"The Teacher
Or, Moral Influences Employed in the Instruction and Government of the Young",en,"Abbott, Jacob, 1803-1879",Teaching; Moral education,LB,Browsing: Culture/Civilization/Society; Browsing: Parenthood & Family Relations; Browsing: Teaching & Education
22252,Text,2007-08-06,Rollo on the Atlantic,en,"Abbott, Jacob, 1803-1879",Voyages and travels -- Juvenile literature,PZ,Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Travel & Geography
22253,Text,2007-08-06,L'Humanité préhistorique,fr,"Morgan, J. de (Jacques), 1857-1924",Prehistoric peoples; Archaeology,GN,FR Histoire; Browsing: Archaeology; Browsing: History - General
22254,Text,2007-08-06,"The Substance of a Journal During a Residence at the Red River Colony, British North America
and Frequent Excursions Among the North-West American
Indians, In the Years 1820, 1821, 1822, 1823.",en,"West, John, 1778-1845","Manitoba -- Description and travel; Northwest, Canadian -- Description and travel; Indians of North America -- Missions -- Canada; Red River Settlement",F1001,Native America; Browsing: History - American; Browsing: Travel & Geography
22255,Text,2007-08-06,The Counts of Gruyère,en,"De Koven, Anna, 1860-","Gruyère, Counts of; Gruyère (Switzerland) -- History",DQ,Browsing: History - European; Browsing: History - General
22256,Text,2007-08-06,"Sparkling Gems of Race Knowledge Worth Reading
A compendium of valuable information and wise suggestions that will inspire noble effort at the hands of every race-loving man, woman, and child.",en,"Haley, James T. [Editor]",African Americans,E151,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: History - American
22257,Text,2007-08-06,Bulgaria,en,"Fox, Frank, 1874-1960; Mrkvicka, Jan Vaclav, 1856-1938 [Illustrator]; Pocock, Noel [Illustrator]",Bulgaria -- Description and travel,DR,Bulgaria; Browsing: History - European; Browsing: Travel & Geography
22258,Text,2007-08-06,Tales of the Caliph,en,"Crellin, H. N. (Horatio Nelson)","Harun al-Rashid, Caliph, approximately 763-809 -- Fiction",PR,Browsing: Literature; Browsing: Fiction
22259,Text,2007-08-06,"The Legacy of Greece
Essays By: Gilbert Murray, W. R. Inge, J. Burnet, Sir T. L. Heath, D'arcy W. Thompson, Charles Singer, R. W. Livingston, A. Toynbee, A. E. Zimmern, Percy Gardner, Sir Reginald Blomfield",en,"Livingstone, Richard Winn, Sir, 1880-1960 [Editor]",Greece -- Civilization,DF,Greece; Browsing: Culture/Civilization/Society; Browsing: History - General
22260,Text,2007-08-07,"Bell's Cathedrals: The Abbey Church of Tewkesbury
with some Account of the Priory Church of Deerhurst Gloucestershire",en,"Massé, H. J. L. J. (Henri Jean Louis Joseph), 1860-",Tewkesbury Abbey; Deerhurst (England). Priory church,NA,Architecture; Browsing: Architecture; Browsing: Art & Photography
22261,Text,2007-08-07,"A Ioyfull medytacyon to all Englonde of the coronacyon of our moost naturall souerayne lorde kynge Henry the eyght
(A Joyful Meditation of the Coronation of King Henry the Eighth)",en,"Hawes, Stephen, -1523?",Poetry,PR,United Kingdom; Browsing: History - British; Browsing: Literature; Browsing: Poetry
22262,Text,2007-08-07,Sans-peur le corsaire,fr,"La Landelle, G. de, 1812-1886",Historical fiction; Privateering -- Fiction,PQ,"Pirates, Buccaneers, Corsairs, etc.; FR Jeunesse; Browsing: History - General; Browsing: Literature; Browsing: Fiction"
22263,Text,2007-08-07,John Baptist Jackson: 18th-Century Master of the Color Woodcut,en,"Kainen, Jacob, 1909-2001","Jackson, John Baptist, 1701-1780?",NE,Browsing: Art & Photography
22264,Text,2007-08-08,Irish Books and Irish People,en,"Gwynn, Stephen Lucius, 1864-1950","Ireland -- Social life and customs; Civilization, Celtic, in literature; Language and culture -- Ireland; Irish literature -- History and criticism; National characteristics, Irish; Irish wit and humor",DA,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Literature
22265,Text,2007-08-08,Frank Merriwell's Cruise,en,"Standish, Burt L., 1866-1945",Yachting -- Juvenile fiction,PZ,Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Fiction
22266,Text,2007-08-08,Paris nouveau et Paris futur,fr,"Fournel, Victor, 1829-1894",City planning -- France -- Paris; City planning -- France,DC,France; FR Villes; Browsing: Culture/Civilization/Society; Browsing: History - European
22267,Text,2007-08-08,A Woman for Mayor: A Novel of To-day,en,"Winslow, Helen M. (Helen Maria), 1851-1938; Goldbeck, Walter Dean, 1882-1925 [Illustrator]",Political fiction; Women -- Political activity -- Fiction; Women mayors -- Fiction,PS,Browsing: Gender & Sexuality Studies; Browsing: Politics; Browsing: Fiction
22268,Text,2007-08-08,"Histoire de la Nouvelle-France
(Version 1617)",fr,"Lescarbot, Marc, 1570-1641","Indians of North America; New France -- Discovery and exploration; America -- Discovery and exploration -- French; Acadia; Indians of North America -- Nova Scotia; Florida -- History -- Huguenot colony, 1562-1565; Villegaignon, Nicolas Durand de, 1510-1571?",F1001,France; FR Histoire; Browsing: History - American; Browsing: History - European; Browsing: History - General
22269,Text,2007-08-08,The Autobiography of Madame Guyon,en,"Guyon, Jeanne Marie Bouvier de la Motte, 1648-1717","Guyon, Jeanne Marie Bouvier de La Motte, 1648-1717; Catholics -- France -- Biography",BX,United Kingdom; Browsing: Biographies; Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
